//1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
42,20,42,42,42,42,28,42,42,42,42,42,42,42,42,20,28,42,42,20,42,42,42,42,42,42,42,42,42,42,42,42,20,42,42,42,42,42,42,42,28,42,42,42,42,28,42,42,42,42,28,42,42,42,42,28,42,42,42,42,42,42,42,42
42,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,40,42
42,33,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,37,42
20,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,28
31,30,25,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,42
9,24,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,42
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,28
9,26,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,23,37,28
35,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,23,37,42
42,33,25,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,42
42,33,21,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,0,0,0,26,26,37,42
42,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,29,25,0,23,38,35,36,42
42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,20,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,28,42,42,42,42,42,42,42,33,25,0,23,37,42,20,42
42,42,28,42,42,42,42,28,42,42,42,42,42,42,42,28,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,28,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,20,42,33,25,0,23,37,42,42,28
42,42,42,42,42,42,28,42,42,42,42,42,42,42,42,42,42,42,42,42,28,42,42,42,42,42,42,28,20,42,42,42,42,42,42,20,42,42,20,42,42,42,42,42,42,42,42,42,20,42,42,42,20,42,42,20,33,25,0,23,37,42,42,42
42,42,42,42,42,42,42,42,42,42,42,20,28,42,42,42,42,42,20,42,42,42,42,42,42,42,42,42,42,42,42,20,42,42,42,42,42,42,42,20,42,42,42,42,20,42,42,42,42,42,42,42,28,42,42,42,33,25,0,23,37,20,28,42
42,32,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,30,25,0,23,39,31,40,42
42,33,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,10,24,8,-94,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,10,24,24,8,8,10,43,24,24,24,24,24,24,24,24,24,24,24,24,0,0,0,24,24,37,42
42,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-92,0,0,75,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,49,0,76,-95,-98,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,23,37,42
42,33,25,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,8,74,10,8,0,43,0,0,0,27,0,0,0,0,0,0,0,27,0,0,44,10,0,43,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,37,42
42,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,8,44,0,0,0,0,0,0,2,0,0,0,0,0,0,46,44,0,47,48,49,0,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,23,37,42
20,33,25,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,10,-93,8,45,0,0,0,0,0,0,0,0,0,0,27,0,0,0,46,0,-96,-97,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,23,37,42
42,33,21,26,26,26,26,26,26,26,26,26,26,26,26,26,26,8,26,-91,26,26,26,10,46,26,26,26,26,26,26,26,26,26,26,26,26,26,26,47,49,8,26,8,10,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,37,42
42,34,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,42
20,42,42,42,42,20,20,20,42,42,42,42,28,42,42,42,42,28,42,42,42,42,42,42,28,42,28,42,42,42,42,42,42,42,20,42,42,42,42,20,42,42,42,42,42,42,28,28,42,42,42,42,42,42,42,42,28,42,42,42,42,28,28,42
